category|title|description
the-thao            |Xác định thời điểm bốc thăm giải U23 châu Á, U23 Việt Nam nhận tin vui lớn                                                                                                                              |Theo thông báo của Liên đoàn Bóng đá châu Á (AFC), lễ bốc thăm chia bảng Vòng chung kết U23 châu Á 2026 sẽ được tổ chức vào lúc 14h ngày 2/10                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |AFC tiết lộ quan trọng về án phạt với đội tuyển Malaysia                                                                                                                                                |Theo Tổng thư ký Liên đoàn Bóng đá châu Á (AFC), Datuk Seri Windsor Paul John, đội tuyển Malaysia có thể không phải chịu án phạt cấm thi đấu từ                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Chuyên gia bóng đá Malaysia nói điều bất ngờ sau án phạt của FIFA                                                                                                                                       |Cựu huấn luyện viên (HLV) đội tuyển quốc gia Malaysia, Ong Kim Swee cho rằng sức mạnh thực sự của Malaysia phải dựa vào nội lực và án phạt của                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Lamine Yamal tái xuất, Barcelona chiếm ngôi đầu bảng của Real Madrid                                                                                                                                    |Barcelona đánh bại Sociedad 2-1 trên sân nhà Johan Cruyff ở vòng 7 La Liga rạng sáng 29/9. Thầy trò HLV Hansi Flick soán ngôi đầu bảng của Real                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |"Báo Malaysia kỳ vọng nhân tố ""siêu dự bị"" trước án phạt của FIFA                                                                                                                                        "|Tờ New Straits Times của Malaysia kỳ vọng chuyến đi của cựu chủ tịch Liên đoàn bóng đá Malaysia (FAM), Tan Sri Hamidin Amin, tới Thụy Sĩ sẽ trợ                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Bóng đá Malaysia đang tung chiêu gì để “câu giờ” trước FIFA và AFC?                                                                                                                                     |Trước khi FIFA có kết luận chính thức và AFC quyết định số phận của đội tuyển Malaysia tại vòng loại Asian Cup 2027, Liên đoàn Bóng đá Malaysia                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Arsenal ngược dòng ngoạn mục hạ Newcastle                                                                                                                                                               |Arsenal đã có màn lội ngược dòng đầy kịch tính để đánh bại Newcastle 2-1 tại vòng 6 Ngoại hạng Anh, qua đó giành trọn ba điểm quý giá và chấm                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |CLB CAHN thắng Nam Định, CLB Ninh Bình đứt mạch toàn thắng                                                                                                                                              |4 trong số 5 ứng cử viên vô địch V-League 2025-2026 ra sân trong buổi tối nay (28/9). CLB Ninh Bình hòa Hải Phòng 2-2, CLB Công an Hà Nội thắng                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Thua tay vợt số 1 thế giới, Lý Hoàng Nam dừng chân ở bán kết Malaysia Cup                                                                                                                               |Tay vợt pickleball Lý Hoàng Nam đã không thể tạo bất ngờ trước tay vợt top 1 thế giới Christian Alshon (Mỹ) và chấp nhận thất bại 0-2 ở bán kết                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Đánh bại Trịnh Linh Giang, Lý Hoàng Nam tiến vào bán kết PPA Asia Tour                                                                                                                                  |Lý Hoàng Nam đã xuất sắc đánh bại người đồng đội Trịnh Linh Giang với tỷ số 2-1 ở tứ kết đơn nam Pro sự kiện Malaysia Cup sáng 26/9.                                                                                                                                                                                                                                                                                                                                                                                
the-thao            |Bộ đôi pickleball Việt Nam gây ấn tượng khi gặp Ben Johns ở PPA Asia Tour                                                                                                                               |Cặp đôi Trương Vinh Hiển - Đỗ Minh Quân đã có trận đấu hay khiến đôi Ben Johns - Christian Alshon phải vất vả mới có thể giành chiến thắng tại                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Ben Johns đánh mất vị trí số một đơn nam thế giới                                                                                                                                                       |Làng pickleball thế giới vừa chứng kiến sự thay đổi ngoạn mục khi Christian Alshon chính thức vươn lên vị trí số một trên bảng xếp hạng đơn nam,                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Carlos Alcaraz tiến vào bán kết Japan Open 2025                                                                                                                                                         |Chiến thắng trước Nakashima chiều 28/9 đưa Carlos Alcaraz tiến vào bán kết giải ATP 500 Japan Open 2025 ở Nhật Bản.                                                                                                                                                                                                                                                                                                                                                                                                 
the-thao            |Sinner, Alcaraz tiếp tục thi đấu ấn tượng tại châu Á                                                                                                                                                    |Chiều 27/9, Jannik Sinner vất vả vượt qua Atmane ở giải ATP 500 China Open tại Trung Quốc, còn Carlos Alcaraz đánh bại Bergs ở giải ATP 500                                                                                                                                                                                                                                                                                                                                                                         
the-thao            |Sinner, Alcaraz giành chiến thắng ấn tượng ở giải ATP 500 tại châu Á                                                                                                                                    |Chiều 25/9, Jannik Sinner giành chiến thắng trước Cilic tại vòng 1 giải China Open 2025 ở Trung Quốc, còn Carlos Alcaraz vượt qua Baez trong                                                                                                                                                                                                                                                                                                                                                                        
the-thao            |Novak Djokovic tham dự Thượng Hải Masters 2025                                                                                                                                                          |Ban tổ chức giải Thượng Hải Masters 2025 thông báo ngôi sao Novak Djokovic sẽ hiện diện ở sự kiện ATP Masters 1000 diễn ra ở Trung Quốc từ ngày                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Đội tuyển châu Âu vô địch Ryder Cup 2025                                                                                                                                                                |Vượt qua đội chủ nhà Mỹ, đội tuyển các ngôi sao châu Âu vô địch Ryder Cup 2025. Ngôi vô địch của đổi tuyển châu Âu gắn liền với phong độ cao của                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Điểm mặt các tay golf trụ cột của đội tuyển Mỹ trước Ryder Cup 2025                                                                                                                                     |Trước thềm giải golf đồng đội hấp dẫn nhất thế giới Ryder Cup, truyền thông quốc tế chú ý đặc biệt đến một số tay golf mạnh của đội chủ nhà Mỹ.                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Giải golf Arkansas Championship 2025 bị hủy bỏ vì lý do thời tiết                                                                                                                                       |Giải đấu dành cho các golfer nữ Walmart NW Arkansas Championship tại Mỹ đã buộc phải hủy bỏ vì thời tiết xấu.                                                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |Nelly Korda và dàn hảo thủ nữ tham dự giải golf Arkansas Championship 2025                                                                                                                              |Hàng loạt golfer nữ mạnh nhất thế giới hiện tại tham dự giải đấu Walmart NW Arkansas Championship 2025. Giải đấu sẽ diễn ra trong những ngày                                                                                                                                                                                                                                                                                                                                                                        
the-thao            |"Đại sư cờ tướng thế giới: ""Không ai dám nói có thể đánh bại Lại Lý Huynh""                                                                                                                               "|"Đại sư cờ tướng thế giới Hứa Ngân Xuyên khẳng định chiến thắng của kỳ thủ Lại Lý Huynh ở giải thế giới ""vừa là ngẫu nhiên vừa là điều tất yếu""                                                                                                                                                                                                                                                                                                                                                                      "
the-thao            |Nhà vô địch cờ tướng thế giới Lại Lý Huynh về nước sau chiến thắng vang dội                                                                                                                             |Tối qua (28/9), tân vô địch cờ tướng thế giới Lại Lý Huynh về đến TPHCM, sau giải đấu cực kỳ thành công tại Trung Quốc.                                                                                                                                                                                                                                                                                                                                                                                             
the-thao            |Đội tuyển Italy vô địch bóng chuyền nam thế giới 2025                                                                                                                                                   |Vượt qua đội tuyển Bulgaria bằng chiến thắng 3-1, Italy vô địch bóng chuyền nam thế giới 2025. Bóng chuyền Italy chính thức thâu tóm cả hai danh                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Ko Ping Chung lên ngôi ở giải vô địch thế giới 10 bi nam 2025                                                                                                                                           |Đăng quang ở giải vô địch thế giới 10 bi nam 2025 ở TPHCM, cơ thủ Đài Loan, Ko Ping Chung nhận về 1,8 tỷ đồng tiền thưởng.                                                                                                                                                                                                                                                                                                                                                                                          
the-thao            |Cựu cầu thủ Arsenal qua đời ở tuổi 21 sau va chạm kinh hoàng trên sân                                                                                                                                   |Bóng đá Anh vừa đón nhận tin buồn khi Billy Vigar, cựu cầu thủ trẻ của Arsenal và đang khoác áo Chichester City, đã qua đời ở tuổi 21 sau một                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |Nhà vô địch marathon qua đời thương tâm ở tuổi 30                                                                                                                                                       |Làng điền kinh vừa đón nhận tin buồn khi vận động viên (VĐV) người Ethiopia, Shewarge Alene, qua đời ở tuổi 30. Cô qua đời chỉ 4 tháng sau khi                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Động thái của ca sĩ nóng bỏng khi Lamine Yamal hụt giải Quả bóng vàng                                                                                                                                   |Bạn gái hơn 7 tuổi, nữ ca sĩ Nicki Nicole đã gửi thông điệp tới Lamine Yamal sau khi cầu thủ này không thể giành danh hiệu Quả bóng vàng.                                                                                                                                                                                                                                                                                                                                                                           
the-thao            |Nhan sắc thời trẻ cực phẩm của Madam Pang, nhiều CĐV ngưỡng mộ                                                                                                                                          |Mới đây, Chủ tịch Liên đoàn bóng đá Thái Lan (FAT), Madam Pang đã khoe bức hình thời trẻ của mình. Không ít người hâm mộ đã bày tỏ sự ngưỡng mộ                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Cảm xúc tràn đầy phấn khích khi VĐV về đích giải Aqua Warriors Vân Đồn 2025                                                                                                                             |Từng nhịp bơi, bước chạy đến khoảnh khắc cán đích, Aqua Warriors Vân Đồn 2025 - Camel Cup mang đến cảm xúc trọn vẹn khi các VĐV trong nước và                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |"Những ""nữ chiến binh"" gây sốt ở Aqua Warriors Vân Đồn 2025 - Camel Cup                                                                                                                                  "|Nhiều vận động viên (VĐV) nữ đã có màn trình diễn xuất sắc tại giải đấu đòi hỏi một tinh thần thép, một ý chí kiên cường và sức bền về thể lực                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Hành trình cán đích đầy cảm xúc tại Aqua Warriors Van Don 2025                                                                                                                                          |Từng nhịp bơi, bước chạy đến khoảnh khắc cán đích, Aqua Warriors Vân Đồn 2025 - Camel Cup mang đến cảm xúc trọn vẹn khi các VĐV trong nước và                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |Xé gió, rẽ sóng, chiến binh Aqua Warriors Vân Đồn 2025 quyết liệt tranh tài                                                                                                                             |Hơn 2.000 vận động viên cùng hội tụ tại Aqua Warriors Vân Đồn 2025 - Camel Cup, quyết liệt tranh tài trên biển xanh và đường chạy, lan tỏa tinh                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |"Aqua Warriors Vân Đồn 2025 - Camel Cup: Vinh danh ""chiến binh"" quả cảm                                                                                                                                  "|Sau hai ngày 27/9 và 28/9 tranh tài đầy hấp dẫn, giải Aqua Warriors Vân Đồn 2025 - Camel Cup đã hoàn thành các nội dung thi đấu và tìm ra các                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |Aqua Warriors Vân Đồn 2025 - Camel Cup: Các nhà vô địch nói gì?                                                                                                                                         |Sau hai ngày tranh tài, giải Aqua Warriors Vân Đồn 2025 - Camel Cup đã xác định được những người đứng đầu ở các nội dung thi đấu.                                                                                                                                                                                                                                                                                                                                                                                   
the-thao            |Hàng loạt cầu thủ nhập tịch Malaysia lĩnh đòn trừng phạt từ CLB                                                                                                                                         |Nhiều CLB chủ quản đã đưa ra án phạt nghiêm khắc với những cầu thủ gốc Malaysia vừa bị FIFA buộc tội làm giả giấy tờ nhập tịch.                                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Án phạt với bóng đá Malaysia nếu kháng cáo thất bại trước FIFA                                                                                                                                          |Số phận của đội tuyển Malaysia sẽ được quyết định trong ít ngày tới, phụ thuộc vào kết quả kháng cáo của Liên đoàn Bóng đá nước này (FAM) trước                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |"Phụ huynh ""tiếp lửa"" chiến binh nhí ở Aqua Warriors Vân Đồn - Camel Cup                                                                                                                                 "|"Giải Aqua Warrior Vân Đồn 2025 - Camel Cup không chỉ là sàn đấu của những ""chiến binh nhí"" mà còn là nơi khắc họa rõ nét tình yêu thương và sự                                                                                                                                                                                                                                                                                                                                                                      "
the-thao            |Báo Malaysia lo lắng đòn trừng phạt nặng nề sau vụ nhập tịch trái phép                                                                                                                                  |Tờ New Straits Times (Malaysia) lo lắng việc đội nhà có thể bị loại khỏi vòng loại Asian Cup 2027 sau khi bị FIFA buộc tội làm giả giấy tờ nhập                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Xác định hai đội tuyển vào chung kết giải bóng chuyền nam thế giới 2025                                                                                                                                 |Các trận bán kết diễn ra chiều và tối qua (27/9) đã xác định hai đội vào chung kết. Đội tuyển Italy thắng Ba Lan 3-0 và Bulgaria thắng đội tuyển                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Bộ trưởng Malaysia lên tiếng về vụ cầu thủ nhập tịch dùng hồ sơ giả                                                                                                                                     |Sau khi FIFA tuyên án phạt 7 cầu thủ Malaysia làm giả hồ sơ nhập tịch có sự giúp sức của Liên đoàn Bóng đá nước này (FAM), Bộ trưởng Bộ Thanh                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |"Aqua Warriors Vân Đồn 2025 - Camel Cup: ""Làn gió mới"" trên bục huy chương                                                                                                                               "|Sau hai ngày thi đấu, Giải Aqua Warriors Vân Đồn 2025 - Camel Cup do báo Dân trí phối hợp với Bolt Event đã hoàn thành với sự xuất hiện của                                                                                                                                                                                                                                                                                                                                                                         
the-thao            |Tranh tài kịch tính tại Aqua Warriors Vân Đồn 2025 - Camel Cup                                                                                                                                          |Chiều 27/9, các VĐV bước vào ngày thi đấu đầu tiên với ba nội dung sôi động Open Water Mixed Team Relay, Junior Aqua Warriors và Kids Aqua                                                                                                                                                                                                                                                                                                                                                                          
the-thao            |Liverpool bất ngờ gục ngã trên sân Crystal Palace                                                                                                                                                       |Bàn thắng muộn của Eddie Nketiah đã giúp Crystal Palace thắng 2-1 trước Liverpool tại vòng 6 Prmeier League vào đêm 27/9. Đây là trận thua đầu                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Camel Beer tiếp sức cho các vận động viên tại Aqua Warriors Vân Đồn 2025 - Camel Cup                                                                                                                    |Với vai trò nhà tài trợ chính, Camel Beer đã mang đến không khí sôi động, náo nhiệt tại giải đấu thể thao nước và đường trường Aqua Warriors Vân                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Chelsea thua cay đắng trên sân nhà trước Brighton                                                                                                                                                       |Chuỗi 12 trận bất bại trên sân nhà của Chelsea tại Ngoại hạng Anh đã chính thức khép lại sau thất bại 1-3 trước Brighton tại Stamford Bridge vào                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Haaland lập cú đúp, Man City thắng tưng bừng trước Burnley                                                                                                                                              |Man City tiếp tục thống trị đối đầu với Burnley khi đội chủ sân Etihad thắng với tỷ số 5-1 ở trận đấu thuộc vòng 6 Ngoại hạng Anh 2025-26, diễn                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Real Madrid thua đậm trong cuộc đối đầu với Atletico                                                                                                                                                    |Hành quân đến sân Metropolitano tối 27/9, Real Madrid đã nhận thất bại đậm đà 2-5 trước Atletico ở vòng 7 La Liga.                                                                                                                                                                                                                                                                                                                                                                                                  
the-thao            |Sôi động ngày thi đấu đầu tiên tại giải Aqua Warriors Vân Đồn 2025                                                                                                                                      |Chiều 27/9, không khí tại bãi Dài thuộc đặc khu Vân Đồn (Quảng Ninh) trở nên náo nhiệt khi các vận động viên bước vào ngày tranh tài đầu tiên,                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Fernandes đá hỏng phạt đền, Man Utd nhận trái đắng trước Brentford                                                                                                                                      |Bruno Fernandes đá hỏng quả phạt đền, góp phần khiến Man Utd thua 1-3 trên sân của Brentford ở trận đấu sớm của vòng 6 Ngoại hạng Anh diễn ra                                                                                                                                                                                                                                                                                                                                                                       
the-thao            |CLB Công an TPHCM lên đầu bảng V-League, HAGL bị CLB PVF-CAND cầm hòa                                                                                                                                   |Bị dẫn trước đến hai bàn, nhưng CLB Công an (CA) TPHCM vẫn ngược dòng thắng SLNA 3-2. Ở các cặp đấu khác, CLB PVF-CAND hòa HAGL 0-0, SHB Đà Nẵng                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |VFF kêu gọi cổ vũ đội tuyển Việt Nam, bán vé các trận gặp Nepal                                                                                                                                         |Liên đoàn Bóng đá Việt Nam (VFF) thông báo kế hoạch bán vé các trận đấu giữa Đội tuyển Việt Nam vs Đội tuyển Nepal tại vòng loại thứ 3 Asian Cup                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Học trò cưng của Mourinho đột ngột qua đời trên sân bóng                                                                                                                                                |Giám đốc bóng đá của CLB Porto, Jorge Costa, đã qua đời ở tuổi 53 vào ngày 5/8 (giờ địa phương) sau khi bị ngừng tim. Sự ra đi đột ngột của ông                                                                                                                                                                                                                                                                                                                                                                     
the-thao            |Kình ngư tiết lộ bí quyết vô địch nội dung mới lạ ở Aqua Warriors Vân Đồn                                                                                                                               |Các thành viên CLB Bơi Thăng Long (Hà Nội) đã chứng tỏ đẳng cấp vượt trội khi giành chức vô địch nội dung tiếp sức lần đầu tiên được tổ chức ở                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |VFF kêu gọi cổ vũ đội tuyển Việt Nam, bán vé các trận gặp Nepal                                                                                                                                         |Liên đoàn Bóng đá Việt Nam (VFF) thông báo kế hoạch bán vé các trận đấu giữa Đội tuyển Việt Nam vs Đội tuyển Nepal tại vòng loại thứ 3 Asian Cup                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Báo Indonesia lên tiếng về “thế lực ngầm” đã tố cáo Malaysia với FIFA                                                                                                                                   |Theo tờ CNN Indonesia, “thế lực ngầm” đã tố giác Malaysia nhập tịch trái phép tới FIFA, dẫn tới cuộc điều tra. Cuối cùng, Liên đoàn bóng đá                                                                                                                                                                                                                                                                                                                                                                         
the-thao            |AFC bình luận vụ cầu thủ Malaysia giả mạo hồ sơ ở trận gặp tuyển Việt Nam                                                                                                                               |Liên đoàn Bóng đá châu Á (AFC) cho biết họ đang chờ kết luận cuối cùng của FIFA, trước khi ra án phạt với Malaysia ở vụ dùng cầu thủ nhập tịch                                                                                                                                                                                                                                                                                                                                                                      
the-thao            |Báo chí thế giới đồng loạt lên tiếng vụ Malaysia dùng cầu thủ trái phép                                                                                                                                 |Báo chí thế giới đồng loạt đăng tải thông tin FIFA phạt Liên đoàn Bóng đá Malaysia (FAM) do sử dụng giấy tờ giả để sử dụng 7 cầu thủ nhập tịch ở                                                                                                                                                                                                                                                                                                                                                                    
the-thao            |Phản ứng của CĐV Đông Nam Á khi bóng đá Malaysia gian lận nhập tịch cầu thủ                                                                                                                             |Nhiều cổ động viên (CĐV) Đông Nam Á đã lên tiếng chỉ trích Liên đoàn bóng đá Malaysia (FAM) có hành vi gian lận nhập tịch cầu thủ và phải nhận                                                                                                                                                                                                                                                                                                                                                                      
